-0.4444602,-0.6014939,-0.5329389,0.2964076,-0.3582239
-0.4848711,-0.6012406,-0.5319864,0.4605065,-0.2302564
-0.6190888,-0.6193255,-0.6195638,-0.6192193,-0.6195244
-0.5161705,-0.4887884,-0.6187851,-0.2542262,-0.4910801
-0.5063239,-0.4531433,-0.6136865,-0.5829356,-0.4355014
-0.1263904,0.4392729,-0.6129347,-0.4316633,2.457635
-0.1715582,-0.5907991,-0.07367773,1.500289,0.06272238
-0.2741394,-0.5921681,-0.1331005,2.133342,0.3717171
-0.6177227,-0.6180576,-0.6195658,-0.6167798,-0.6190798
0.01062273,0.06053364,-0.6188548,1.916485,0.2220139
-0.3726402,-0.2310736,-0.6121678,-0.3634872,-0.1588625
0.4088247,1.076264,-0.6038295,0.4331333,4.959952
-0.2109048,-0.502097,-0.08212302,1.269692,-0.002825171
-0.3051093,-0.5250573,-0.1382576,1.975896,0.2232573
-0.6139063,-0.6140202,-0.6168894,-0.6058654,-0.6183847
-0.00554389,0.04802712,-0.5479411,1.864836,0.2482756
-0.3905766,-0.2456228,-0.5854558,-0.3616964,-0.2033475
0.3340559,0.8888082,-0.5814455,0.4879384,4.507949
